MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,BldgType,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrType,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageFinish,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,target
80.0,RL,82.0,9020.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,6.0,7.0,1966.0,1966.0,BrkFace,183.0,TA,TA,TA,TA,Gd,312.0,539.0,276.0,1127.0,TA,Y,1165.0,0.0,0.0,1165.0,1.0,0.0,1.0,1.0,3.0,1.0,TA,6.0,0.0,1966.0,RFn,2.0,490.0,Y,0.0,129.0,0.0,0.0,0.0,0.0,,GdPrv,,0.0,5.0,2008.0,174900.0
90.0,RL,80.0,8000.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Duplex,5.0,4.0,1961.0,1961.0,None,0.0,TA,TA,TA,TA,No,0.0,0.0,1800.0,1800.0,Ex,N,1800.0,0.0,0.0,1800.0,0.0,0.0,2.0,0.0,6.0,2.0,TA,10.0,0.0,,,0.0,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2007.0,141000.0
50.0,RM,100.0,12665.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,1Fam,5.0,8.0,1915.0,1950.0,None,0.0,TA,TA,TA,TA,Mn,0.0,0.0,876.0,876.0,Gd,Y,876.0,540.0,0.0,1416.0,0.0,0.0,1.0,1.0,4.0,1.0,TA,7.0,1.0,1949.0,Unf,3.0,720.0,Y,418.0,0.0,194.0,0.0,0.0,0.0,,,,0.0,6.0,2008.0,153900.0
85.0,RL,,16647.0,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,1Fam,5.0,5.0,1975.0,1981.0,None,0.0,TA,TA,Gd,TA,Gd,1390.0,0.0,0.0,1390.0,TA,Y,1701.0,0.0,0.0,1701.0,1.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,2.0,1975.0,Fin,2.0,611.0,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,2007.0,171000.0
60.0,RL,75.0,9317.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,7.0,5.0,1993.0,1993.0,BrkFace,137.0,Gd,TA,Gd,TA,No,513.0,0.0,227.0,740.0,Ex,Y,1006.0,769.0,0.0,1775.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,1.0,1993.0,Unf,2.0,425.0,Y,234.0,72.0,192.0,0.0,0.0,0.0,,,,0.0,7.0,2009.0,213000.0
20.0,RL,36.0,15523.0,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,1Fam,5.0,6.0,1972.0,1972.0,None,0.0,TA,TA,TA,TA,Av,460.0,0.0,404.0,864.0,Ex,Y,864.0,0.0,0.0,864.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,1.0,1972.0,Unf,1.0,338.0,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,8.0,2009.0,133500.0
50.0,RL,75.0,45600.0,Pave,,IR2,Bnk,AllPub,Inside,Gtl,1Fam,6.0,8.0,1908.0,1997.0,None,0.0,TA,TA,TA,TA,No,0.0,0.0,907.0,907.0,TA,Y,1307.0,1051.0,0.0,2358.0,0.0,0.0,3.0,0.0,5.0,1.0,TA,10.0,1.0,1908.0,Unf,2.0,360.0,Y,486.0,40.0,0.0,0.0,175.0,0.0,,,,0.0,9.0,2008.0,240000.0
80.0,RL,80.0,9600.0,Pave,,Reg,Lvl,AllPub,FR2,Gtl,1Fam,6.0,7.0,1976.0,1994.0,BrkFace,360.0,Gd,Gd,TA,TA,No,0.0,0.0,528.0,528.0,Ex,Y,1094.0,761.0,0.0,1855.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,7.0,1.0,1976.0,RFn,2.0,512.0,Y,113.0,100.0,0.0,0.0,0.0,0.0,,,,0.0,8.0,2007.0,187000.0
120.0,RM,36.0,4435.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,TwnhsE,6.0,5.0,2003.0,2003.0,BrkFace,170.0,Gd,TA,Gd,TA,Av,659.0,0.0,189.0,848.0,Ex,Y,848.0,0.0,0.0,848.0,1.0,0.0,1.0,0.0,1.0,1.0,Gd,3.0,0.0,2003.0,Fin,2.0,420.0,Y,140.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,11.0,2007.0,131500.0
120.0,RL,,3196.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,TwnhsE,8.0,5.0,2003.0,2003.0,BrkFace,40.0,Gd,TA,Gd,TA,Gd,0.0,0.0,1273.0,1273.0,Ex,Y,1456.0,0.0,0.0,1456.0,0.0,0.0,2.0,0.0,2.0,1.0,Gd,7.0,1.0,2003.0,Fin,2.0,400.0,Y,143.0,20.0,0.0,0.0,0.0,0.0,,,,0.0,5.0,2006.0,215000.0
75.0,RL,53.0,7128.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,7.0,5.0,1941.0,1950.0,None,0.0,TA,Gd,TA,TA,No,364.0,0.0,554.0,918.0,Gd,Y,918.0,728.0,0.0,1646.0,0.0,0.0,2.0,0.0,4.0,1.0,TA,7.0,2.0,1941.0,Unf,1.0,240.0,Y,0.0,0.0,0.0,0.0,126.0,0.0,,MnPrv,,0.0,8.0,2007.0,164000.0
80.0,RL,,12095.0,Pave,,IR1,Lvl,AllPub,Corner,Gtl,1Fam,6.0,6.0,1964.0,1964.0,BrkFace,115.0,TA,Gd,TA,TA,Gd,564.0,0.0,563.0,1127.0,TA,Y,1445.0,0.0,0.0,1445.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,7.0,1.0,1964.0,RFn,2.0,645.0,Y,180.0,0.0,0.0,0.0,0.0,0.0,,MnPrv,,0.0,8.0,2009.0,158000.0
20.0,RL,102.0,17920.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,5.0,4.0,1955.0,1974.0,None,0.0,TA,TA,TA,TA,Mn,306.0,1085.0,372.0,1763.0,TA,Y,1779.0,0.0,0.0,1779.0,1.0,0.0,1.0,1.0,3.0,1.0,TA,6.0,1.0,1955.0,Unf,2.0,454.0,Y,0.0,418.0,0.0,0.0,312.0,0.0,,,,0.0,7.0,2006.0,170000.0
20.0,RL,,6897.0,Pave,,IR1,Lvl,AllPub,Corner,Gtl,1Fam,5.0,8.0,1962.0,2010.0,None,0.0,TA,Gd,TA,TA,No,659.0,0.0,381.0,1040.0,Ex,Y,1040.0,0.0,0.0,1040.0,1.0,0.0,1.0,1.0,3.0,1.0,TA,6.0,0.0,1962.0,Unf,1.0,260.0,Y,0.0,104.0,0.0,0.0,0.0,0.0,,,,0.0,4.0,2010.0,127000.0
80.0,RL,,10970.0,Pave,,IR1,Low,AllPub,Inside,Mod,1Fam,6.0,6.0,1978.0,1978.0,None,0.0,TA,TA,Gd,Gd,Gd,505.0,435.0,0.0,940.0,TA,Y,1026.0,0.0,0.0,1026.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,0.0,1981.0,Unf,2.0,576.0,Y,0.0,0.0,34.0,0.0,0.0,0.0,,MnPrv,,0.0,10.0,2008.0,147000.0
60.0,RL,65.0,8125.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,6.0,5.0,1994.0,1995.0,None,0.0,TA,TA,Gd,TA,No,0.0,0.0,702.0,702.0,Gd,Y,702.0,779.0,0.0,1481.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,6.0,1.0,1994.0,Fin,2.0,343.0,Y,0.0,36.0,0.0,0.0,0.0,0.0,,,,0.0,3.0,2009.0,174000.0
20.0,RL,80.0,10400.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,7.0,5.0,1976.0,1976.0,BrkFace,189.0,TA,TA,Gd,TA,No,0.0,0.0,1090.0,1090.0,TA,Y,1370.0,0.0,0.0,1370.0,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,1.0,1976.0,RFn,2.0,479.0,Y,0.0,0.0,0.0,0.0,0.0,0.0,,MnPrv,,0.0,6.0,2009.0,152000.0
60.0,RL,,11029.0,Pave,,IR1,Lvl,AllPub,Corner,Gtl,1Fam,6.0,7.0,1968.0,1984.0,BrkFace,220.0,TA,TA,TA,TA,Mn,619.0,0.0,435.0,1054.0,TA,Y,1512.0,1142.0,0.0,2654.0,1.0,0.0,2.0,1.0,4.0,1.0,Gd,9.0,1.0,1968.0,Unf,2.0,619.0,Y,0.0,65.0,0.0,0.0,222.0,0.0,,,,0.0,8.0,2006.0,250000.0
50.0,RL,55.0,7642.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,1Fam,7.0,8.0,1918.0,1998.0,None,0.0,Gd,TA,TA,TA,No,0.0,0.0,912.0,912.0,Gd,Y,912.0,514.0,0.0,1426.0,0.0,0.0,1.0,1.0,3.0,1.0,Gd,7.0,1.0,1925.0,Unf,1.0,216.0,Y,0.0,240.0,0.0,0.0,0.0,0.0,,GdPrv,,0.0,6.0,2007.0,189950.0
190.0,RL,75.0,11625.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,2fmCon,5.0,4.0,1965.0,1965.0,None,0.0,TA,TA,TA,TA,Mn,841.0,0.0,198.0,1039.0,Ex,Y,1039.0,0.0,0.0,1039.0,1.0,0.0,1.0,1.0,3.0,1.0,TA,6.0,0.0,1965.0,Unf,2.0,504.0,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,4.0,2010.0,131500.0
20.0,RL,81.0,9672.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,1Fam,6.0,5.0,1984.0,1985.0,None,0.0,TA,TA,Gd,TA,No,338.0,0.0,702.0,1040.0,TA,Y,1097.0,0.0,0.0,1097.0,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,0.0,1986.0,Unf,2.0,480.0,Y,0.0,0.0,0.0,0.0,0.0,0.0,,GdPrv,,0.0,5.0,2010.0,152000.0
20.0,RL,70.0,7931.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,5.0,5.0,1959.0,1959.0,None,0.0,TA,TA,TA,TA,No,1148.0,0.0,0.0,1148.0,TA,Y,1148.0,0.0,0.0,1148.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,0.0,1959.0,Unf,1.0,672.0,Y,0.0,0.0,0.0,0.0,0.0,0.0,,GdPrv,,0.0,7.0,2009.0,132500.0
20.0,FV,72.0,8640.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,7.0,5.0,2007.0,2008.0,None,0.0,Gd,TA,Ex,TA,No,0.0,0.0,1372.0,1372.0,Ex,Y,1372.0,0.0,0.0,1372.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,0.0,2008.0,Fin,2.0,529.0,Y,0.0,140.0,0.0,0.0,0.0,0.0,,,,0.0,5.0,2008.0,250580.0
20.0,RL,,8750.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,1Fam,5.0,6.0,1970.0,1970.0,BrkFace,76.0,TA,TA,TA,TA,No,828.0,0.0,174.0,1002.0,TA,Y,1002.0,0.0,0.0,1002.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,0.0,1973.0,Unf,2.0,902.0,Y,0.0,0.0,0.0,0.0,0.0,0.0,,MnPrv,,0.0,8.0,2009.0,148500.0
20.0,RL,67.0,10656.0,Pave,,IR1,HLS,AllPub,Inside,Gtl,1Fam,8.0,5.0,2006.0,2007.0,Stone,274.0,Gd,TA,Gd,TA,Av,0.0,0.0,1638.0,1638.0,Ex,Y,1646.0,0.0,0.0,1646.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,1.0,2007.0,RFn,3.0,870.0,Y,192.0,80.0,0.0,0.0,0.0,0.0,,,,0.0,11.0,2007.0,248900.0
20.0,RL,85.0,6970.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,1Fam,4.0,5.0,1961.0,1961.0,None,0.0,TA,TA,TA,TA,No,932.0,0.0,108.0,1040.0,TA,Y,1120.0,0.0,0.0,1120.0,1.0,0.0,1.0,1.0,3.0,1.0,Fa,5.0,0.0,1961.0,RFn,2.0,544.0,Y,168.0,0.0,0.0,0.0,0.0,0.0,,,Shed,400.0,5.0,2007.0,129000.0
60.0,RL,,14762.0,Pave,,IR2,Lvl,AllPub,Corner,Gtl,1Fam,5.0,6.0,1948.0,1950.0,None,0.0,TA,TA,,,,0.0,0.0,0.0,0.0,Gd,Y,1547.0,720.0,53.0,2320.0,0.0,0.0,2.0,0.0,2.0,1.0,TA,7.0,1.0,1979.0,Unf,2.0,672.0,P,120.0,144.0,0.0,0.0,0.0,0.0,,,,0.0,5.0,2006.0,169000.0
60.0,RL,80.0,9938.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,7.0,5.0,1993.0,1994.0,BrkFace,246.0,Gd,TA,Gd,TA,No,750.0,0.0,300.0,1050.0,Ex,Y,1062.0,887.0,0.0,1949.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,8.0,1.0,1993.0,Fin,2.0,574.0,Y,156.0,90.0,0.0,0.0,0.0,0.0,,GdPrv,,0.0,6.0,2010.0,236000.0
20.0,RL,60.0,6600.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,5.0,5.0,1962.0,1962.0,None,0.0,TA,TA,TA,TA,No,0.0,0.0,894.0,894.0,Gd,N,894.0,0.0,0.0,894.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,0.0,1962.0,Unf,1.0,308.0,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,8.0,2009.0,109500.0
60.0,RL,70.0,8750.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,6.0,5.0,1998.0,1998.0,BrkFace,116.0,TA,TA,Gd,TA,No,505.0,0.0,299.0,804.0,Ex,Y,804.0,878.0,0.0,1682.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,0.0,1998.0,RFn,2.0,523.0,Y,0.0,77.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2010.0,200500.0
20.0,RL,74.0,8892.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,1Fam,5.0,7.0,1953.0,1996.0,None,0.0,Gd,TA,TA,TA,Av,0.0,0.0,105.0,105.0,Gd,Y,910.0,0.0,0.0,910.0,0.0,0.0,1.0,0.0,3.0,1.0,Gd,5.0,0.0,1953.0,Unf,2.0,414.0,Y,196.0,0.0,150.0,0.0,0.0,0.0,,GdWo,,0.0,10.0,2008.0,116000.0
40.0,RL,60.0,12144.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,5.0,7.0,1949.0,1950.0,None,0.0,Gd,TA,TA,TA,No,375.0,0.0,457.0,832.0,Gd,Y,1036.0,0.0,232.0,1268.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,1.0,1949.0,Unf,1.0,288.0,Y,0.0,28.0,0.0,0.0,0.0,0.0,,,Othr,0.0,9.0,2009.0,133000.0
50.0,RM,52.0,5720.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,5.0,6.0,1941.0,1950.0,None,0.0,TA,TA,TA,TA,No,0.0,0.0,676.0,676.0,Ex,Y,676.0,455.0,0.0,1131.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,5.0,0.0,1941.0,Unf,1.0,200.0,Y,26.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,8.0,2009.0,66500.0
60.0,FV,75.0,9000.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,8.0,5.0,2007.0,2007.0,None,0.0,Gd,TA,Gd,TA,Av,64.0,0.0,1120.0,1184.0,Ex,Y,1184.0,1426.0,0.0,2610.0,0.0,0.0,2.0,1.0,4.0,1.0,Ex,11.0,1.0,2007.0,Fin,2.0,550.0,Y,208.0,364.0,0.0,0.0,0.0,0.0,,,,0.0,8.0,2007.0,303477.0
20.0,RL,94.0,25286.0,Pave,,Reg,HLS,AllPub,Inside,Mod,1Fam,4.0,5.0,1963.0,1963.0,None,0.0,TA,TA,TA,TA,Gd,633.0,0.0,431.0,1064.0,Gd,Y,1040.0,0.0,0.0,1040.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,0.0,1963.0,Unf,2.0,648.0,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,2007.0,132250.0
60.0,RL,74.0,8834.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,9.0,5.0,2004.0,2005.0,Stone,216.0,Gd,TA,Ex,TA,No,1170.0,0.0,292.0,1462.0,Ex,Y,1462.0,762.0,0.0,2224.0,1.0,0.0,2.0,1.0,4.0,1.0,Ex,10.0,1.0,2004.0,Fin,3.0,738.0,Y,184.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2009.0,350000.0
85.0,RL,88.0,11782.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,1Fam,5.0,7.0,1961.0,1995.0,None,0.0,TA,TA,TA,TA,Av,899.0,0.0,210.0,1109.0,TA,Y,1155.0,0.0,0.0,1155.0,1.0,0.0,1.0,0.0,3.0,1.0,Gd,6.0,0.0,1987.0,Unf,2.0,576.0,Y,192.0,0.0,0.0,0.0,0.0,0.0,,MnPrv,Shed,400.0,6.0,2010.0,148000.0
20.0,RL,,7000.0,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,1Fam,5.0,8.0,1978.0,2005.0,BrkFace,90.0,Gd,Gd,TA,TA,No,646.0,0.0,218.0,864.0,Ex,Y,864.0,0.0,0.0,864.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,0.0,1978.0,Unf,1.0,336.0,Y,0.0,0.0,0.0,0.0,0.0,0.0,,GdWo,,0.0,7.0,2009.0,136500.0
20.0,RL,60.0,7024.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,5.0,5.0,2005.0,2006.0,None,0.0,TA,TA,Ex,Gd,No,980.0,0.0,110.0,1090.0,Gd,Y,1090.0,0.0,0.0,1090.0,1.0,0.0,1.0,1.0,2.0,1.0,TA,5.0,0.0,2005.0,Fin,2.0,450.0,Y,0.0,49.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2007.0,157000.0
50.0,RL,44.0,13758.0,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,1Fam,7.0,5.0,1990.0,1991.0,BrkFace,117.0,Gd,Gd,Gd,TA,Mn,902.0,0.0,254.0,1156.0,Ex,Y,1187.0,530.0,0.0,1717.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,1.0,1990.0,RFn,2.0,400.0,Y,168.0,36.0,0.0,0.0,0.0,0.0,,,,0.0,4.0,2007.0,187500.0
60.0,RL,,9636.0,Pave,,IR1,Lvl,AllPub,Corner,Gtl,1Fam,6.0,5.0,1992.0,1993.0,None,0.0,TA,TA,Gd,TA,No,0.0,0.0,808.0,808.0,Gd,Y,808.0,785.0,0.0,1593.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,7.0,1.0,1993.0,RFn,2.0,389.0,Y,342.0,40.0,0.0,0.0,0.0,0.0,,MnPrv,,0.0,12.0,2009.0,178000.0
75.0,RL,60.0,6204.0,Pave,,Reg,Bnk,AllPub,Inside,Gtl,1Fam,4.0,5.0,1912.0,1950.0,None,0.0,Gd,TA,TA,Fa,No,0.0,0.0,795.0,795.0,TA,N,954.0,795.0,481.0,2230.0,1.0,0.0,1.0,0.0,5.0,1.0,TA,10.0,0.0,1997.0,Unf,1.0,440.0,Y,0.0,188.0,0.0,0.0,0.0,0.0,,,,0.0,3.0,2006.0,118500.0
20.0,RL,65.0,7150.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,5.0,5.0,1967.0,1967.0,BrkFace,60.0,TA,TA,TA,TA,No,432.0,0.0,460.0,892.0,TA,Y,892.0,0.0,0.0,892.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,0.0,1967.0,RFn,1.0,288.0,Y,0.0,0.0,0.0,0.0,0.0,0.0,,GdWo,,0.0,7.0,2009.0,100000.0
120.0,FV,50.0,5119.0,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,TwnhsE,9.0,5.0,1999.0,2000.0,BrkFace,60.0,Gd,TA,Ex,TA,Av,1238.0,0.0,460.0,1698.0,Ex,Y,1709.0,0.0,0.0,1709.0,1.0,0.0,2.0,0.0,2.0,1.0,Gd,5.0,1.0,1999.0,Fin,2.0,506.0,Y,97.0,65.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,2008.0,328900.0
90.0,RL,70.0,8393.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Duplex,5.0,5.0,1959.0,2005.0,BrkFace,122.0,TA,TA,TA,TA,No,528.0,0.0,1098.0,1626.0,Ex,Y,1712.0,0.0,0.0,1712.0,0.0,0.0,2.0,0.0,4.0,2.0,TA,8.0,0.0,2005.0,Fin,2.0,588.0,Y,272.0,54.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2006.0,145000.0
50.0,RL,59.0,16466.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,1Fam,5.0,7.0,1955.0,1955.0,None,0.0,TA,Gd,TA,TA,No,0.0,0.0,816.0,816.0,TA,Y,872.0,521.0,0.0,1393.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,8.0,0.0,1955.0,Unf,1.0,300.0,Y,121.0,0.0,0.0,0.0,265.0,0.0,,,,0.0,4.0,2008.0,135500.0
20.0,RL,95.0,15865.0,Pave,,IR1,Lvl,AllPub,Inside,Mod,1Fam,8.0,6.0,1970.0,1970.0,None,0.0,Gd,Gd,TA,Gd,Gd,351.0,823.0,1043.0,2217.0,Ex,Y,2217.0,0.0,0.0,2217.0,1.0,0.0,2.0,0.0,4.0,1.0,Gd,8.0,1.0,1970.0,Unf,2.0,621.0,Y,81.0,207.0,0.0,0.0,224.0,0.0,,,,0.0,10.0,2007.0,268000.0
20.0,RL,128.0,12160.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,6.0,4.0,1953.0,1953.0,BrkFace,90.0,TA,TA,TA,TA,No,1024.0,0.0,481.0,1505.0,Ex,Y,1505.0,0.0,0.0,1505.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,6.0,1.0,1953.0,RFn,2.0,505.0,Y,0.0,0.0,0.0,162.0,0.0,0.0,,,,0.0,2.0,2009.0,149500.0
50.0,RL,60.0,8064.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,1Fam,5.0,7.0,1949.0,2006.0,None,0.0,TA,Gd,TA,TA,Mn,0.0,0.0,672.0,672.0,Ex,Y,672.0,252.0,0.0,924.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,1.0,2003.0,Unf,2.0,576.0,Y,0.0,0.0,0.0,0.0,0.0,0.0,,MnPrv,Shed,2000.0,7.0,2007.0,122900.0
60.0,RL,70.0,11184.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,6.0,5.0,1978.0,1978.0,BrkFace,92.0,TA,TA,TA,TA,No,226.0,500.0,192.0,918.0,Gd,Y,918.0,765.0,0.0,1683.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,7.0,1.0,1978.0,RFn,2.0,440.0,Y,243.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2009.0,172500.0
20.0,RL,70.0,8414.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,6.0,8.0,1963.0,2003.0,None,0.0,TA,TA,TA,TA,No,663.0,0.0,396.0,1059.0,TA,Y,1068.0,0.0,0.0,1068.0,0.0,1.0,1.0,0.0,3.0,1.0,TA,6.0,0.0,1963.0,RFn,1.0,264.0,Y,192.0,0.0,0.0,0.0,0.0,0.0,,MnPrv,,0.0,2.0,2006.0,154500.0
20.0,RL,,13284.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,5.0,5.0,1954.0,1954.0,None,0.0,TA,TA,Gd,TA,Mn,1064.0,0.0,319.0,1383.0,TA,Y,1383.0,0.0,0.0,1383.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,1.0,1954.0,Unf,1.0,354.0,Y,511.0,116.0,0.0,0.0,0.0,0.0,,GdPrv,,0.0,6.0,2008.0,165000.0
90.0,RL,64.0,7018.0,Pave,,Reg,Bnk,AllPub,Inside,Gtl,Duplex,5.0,5.0,1979.0,1979.0,None,0.0,TA,TA,,,,0.0,0.0,0.0,0.0,TA,Y,1535.0,0.0,0.0,1535.0,0.0,0.0,2.0,0.0,4.0,2.0,TA,8.0,0.0,1979.0,Unf,2.0,400.0,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2009.0,118858.0
60.0,RL,71.0,7056.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,6.0,5.0,1963.0,1963.0,BrkFace,415.0,TA,TA,TA,TA,No,400.0,0.0,380.0,780.0,TA,Y,983.0,813.0,0.0,1796.0,1.0,0.0,1.0,1.0,4.0,1.0,TA,8.0,1.0,1963.0,RFn,2.0,483.0,Y,0.0,50.0,0.0,0.0,0.0,0.0,,,,0.0,10.0,2008.0,140000.0
30.0,RM,50.0,8765.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,1Fam,4.0,6.0,1936.0,1950.0,None,0.0,TA,TA,TA,TA,No,285.0,0.0,666.0,951.0,Ex,N,951.0,0.0,0.0,951.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,6.0,0.0,1936.0,Unf,1.0,327.0,Y,0.0,28.0,0.0,0.0,0.0,0.0,,,,0.0,4.0,2006.0,106500.0
90.0,RL,64.0,7018.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Duplex,5.0,5.0,1979.0,1979.0,None,0.0,TA,TA,,,,0.0,0.0,0.0,0.0,TA,Y,1120.0,1120.0,0.0,2240.0,0.0,0.0,2.0,0.0,6.0,2.0,TA,12.0,0.0,1979.0,Unf,2.0,528.0,Y,154.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2009.0,142953.0
20.0,RL,100.0,12919.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,1Fam,9.0,5.0,2009.0,2010.0,Stone,760.0,Ex,TA,Ex,TA,Gd,2188.0,0.0,142.0,2330.0,Ex,Y,2364.0,0.0,0.0,2364.0,1.0,0.0,2.0,1.0,2.0,1.0,Ex,11.0,2.0,2009.0,Fin,3.0,820.0,Y,0.0,67.0,0.0,0.0,0.0,0.0,,,,0.0,3.0,2010.0,611657.0
20.0,RL,65.0,6993.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,1Fam,5.0,7.0,1961.0,1994.0,None,0.0,TA,TA,TA,TA,No,465.0,0.0,447.0,912.0,TA,Y,1236.0,0.0,0.0,1236.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,1.0,1961.0,Unf,1.0,288.0,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2006.0,135000.0
